;query;query_ru
5702;SELECT phone_number FROM customers UNION SELECT phone_number FROM staff;ВЫБРАТЬ phone_number ИЗ справочник.клиенты ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ phone_number ИЗ справочник.сотрудники
5703;SELECT phone_number FROM customers UNION SELECT phone_number FROM staff;ВЫБРАТЬ phone_number ИЗ справочник.клиенты ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ phone_number ИЗ справочник.сотрудники
5704;"SELECT product_description FROM products WHERE product_name  =  ""Chocolate""";"ВЫБРАТЬ описание ИЗ справочник.товары ГДЕ наименование = ""Chocolate"""
5705;"SELECT product_description FROM products WHERE product_name  =  ""Chocolate""";"ВЫБРАТЬ описание ИЗ справочник.товары ГДЕ наименование = ""Chocolate"""
5706;SELECT product_name ,  product_category_code FROM products ORDER BY product_price DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 наименование , категория ИЗ справочник.товары УПОРЯДОЧИТЬ ПО цена УБЫВ
5707;SELECT product_name ,  product_category_code FROM products ORDER BY product_price DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 наименование , категория ИЗ справочник.товары УПОРЯДОЧИТЬ ПО цена УБЫВ
5708;SELECT product_price FROM products WHERE product_id NOT IN (SELECT product_id FROM complaints);ВЫБРАТЬ product_price ИЗ справочник.товары ГДЕ product_id НЕ В (ВЫБРАТЬ product_id ИЗ документ.жалоба)
5709;SELECT product_price FROM products WHERE product_id NOT IN (SELECT product_id FROM complaints);ВЫБРАТЬ product_price ИЗ справочник.товары ГДЕ product_id НЕ В (ВЫБРАТЬ product_id ИЗ документ.жалоба)
5710;SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code;ВЫБРАТЬ СРЕДНЕЕ(цена) , категория ИЗ справочник.товары СГРУППИРОВАТЬ ПО категория
5711;SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code;ВЫБРАТЬ СРЕДНЕЕ(цена) , категория ИЗ справочник.товары СГРУППИРОВАТЬ ПО категория
5712;SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id JOIN products AS t3 ON t2.product_id  =  t3.product_id ORDER BY t3.product_price LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 t1.фамилия ИЗ справочник.сотрудники КАК t1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.жалоба КАК t2 ПО t1.ссылка = t2.ответственный ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.товары КАК t3 ПО t2.товар = t3.ссылка УПОРЯДОЧИТЬ ПО t3.цена
5713;SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id JOIN products AS t3 ON t2.product_id  =  t3.product_id ORDER BY t3.product_price LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 t1.фамилия ИЗ справочник.сотрудники КАК t1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.жалоба КАК t2 ПО t1.ссылка = t2.ответственный ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.товары КАК t3 ПО t2.товар = t3.ссылка УПОРЯДОЧИТЬ ПО t3.цена
5714;SELECT complaint_status_code FROM complaints GROUP BY complaint_status_code HAVING count(*)  >  3;ВЫБРАТЬ статус ИЗ документ.жалоба СГРУППИРОВАТЬ ПО статус ИМЕЮЩИЕ КОЛИЧЕСТВО(*) > 3
5715;SELECT complaint_status_code FROM complaints GROUP BY complaint_status_code HAVING count(*)  >  3;ВЫБРАТЬ статус ИЗ документ.жалоба СГРУППИРОВАТЬ ПО статус ИМЕЮЩИЕ КОЛИЧЕСТВО(*) > 3
5716;"SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%""";"ВЫБРАТЬ фамилия ИЗ справочник.сотрудники ГДЕ электроннаяпочта ПОДОБНО ""%wrau%"""
5717;"SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%""";"ВЫБРАТЬ фамилия ИЗ справочник.сотрудники ГДЕ электроннаяпочта ПОДОБНО ""%wrau%"""
5718;SELECT count(*) FROM customers GROUP BY customer_type_code ORDER BY count(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 КОЛИЧЕСТВО(*) ИЗ справочник.клиенты СГРУППИРОВАТЬ ПО типклиента УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
5719;SELECT count(*) FROM customers GROUP BY customer_type_code ORDER BY count(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 КОЛИЧЕСТВО(*) ИЗ справочник.клиенты СГРУППИРОВАТЬ ПО типклиента УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
5720;SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id ORDER BY t2.date_complaint_raised LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 t1.фамилия ИЗ справочник.сотрудники КАК t1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.жалоба КАК t2 ПО t1.ссылка = t2.ответственный УПОРЯДОЧИТЬ ПО t2.датасоздания
5721;SELECT t1.last_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id ORDER BY t2.date_complaint_raised LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 t1.фамилия ИЗ справочник.сотрудники КАК t1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.жалоба КАК t2 ПО t1.ссылка = t2.ответственный УПОРЯДОЧИТЬ ПО t2.датасоздания
5722;SELECT count(DISTINCT complaint_type_code) FROM complaints;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ тип) ИЗ документ.жалоба
5723;SELECT count(DISTINCT complaint_type_code) FROM complaints;ВЫБРАТЬ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ тип) ИЗ документ.жалоба
5724;"SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""";"ВЫБРАТЬ адресстрока1 , адресстрока2 ИЗ справочник.клиенты ГДЕ электроннаяпочта = ""vbogisich@example.org"""
5725;"SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""";"ВЫБРАТЬ адресстрока1 , адресстрока2 ИЗ справочник.клиенты ГДЕ электроннаяпочта = ""vbogisich@example.org"""
5726;"SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code";"ВЫБРАТЬ статус , КОЛИЧЕСТВО(*) ИЗ документ.жалоба ГДЕ тип = ""Product Failure"" СГРУППИРОВАТЬ ПО статус"
5727;"SELECT complaint_status_code ,  count(*) FROM complaints WHERE complaint_type_code  =  ""Product Failure"" GROUP BY complaint_status_code";"ВЫБРАТЬ статус , КОЛИЧЕСТВО(*) ИЗ документ.жалоба ГДЕ тип = ""Product Failure"" СГРУППИРОВАТЬ ПО статус"
5728;SELECT t1.first_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id GROUP BY t2.staff_id ORDER BY count(*) LIMIT 5;ВЫБРАТЬ ПЕРВЫЕ 5 t1.имя ИЗ справочник.сотрудники КАК t1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.жалоба КАК t2 ПО t1.ссылка = t2.ответственный СГРУППИРОВАТЬ ПО t2.ответственный УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*)
5729;SELECT t1.first_name FROM staff AS t1 JOIN complaints AS t2 ON t1.staff_id  =  t2.staff_id GROUP BY t2.staff_id ORDER BY count(*) LIMIT 5;ВЫБРАТЬ ПЕРВЫЕ 5 t1.имя ИЗ справочник.сотрудники КАК t1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ документ.жалоба КАК t2 ПО t1.ссылка = t2.ответственный СГРУППИРОВАТЬ ПО t2.ответственный УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*)
5730;SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 штат ИЗ справочник.клиенты СГРУППИРОВАТЬ ПО штат УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*)
5731;SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 штат ИЗ справочник.клиенты СГРУППИРОВАТЬ ПО штат УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*)
5732;SELECT count(*) FROM submission;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.заявки
5733;SELECT count(*) FROM submission;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.заявки
5734;SELECT Author FROM submission ORDER BY Scores ASC;ВЫБРАТЬ автор ИЗ справочник.заявки УПОРЯДОЧИТЬ ПО оценка ВОЗР
5735;SELECT Author FROM submission ORDER BY Scores ASC;ВЫБРАТЬ автор ИЗ справочник.заявки УПОРЯДОЧИТЬ ПО оценка ВОЗР
5736;SELECT Author ,  College FROM submission;ВЫБРАТЬ автор , колледж ИЗ справочник.заявки
5737;SELECT Author ,  College FROM submission;ВЫБРАТЬ автор , колледж ИЗ справочник.заявки
5738;"SELECT Author FROM submission WHERE College  =  ""Florida"" OR College  =  ""Temple""";"ВЫБРАТЬ автор ИЗ справочник.заявки ГДЕ колледж = ""Florida"" ИЛИ колледж = ""Temple"""
5739;"SELECT Author FROM submission WHERE College  =  ""Florida"" OR College  =  ""Temple""";"ВЫБРАТЬ автор ИЗ справочник.заявки ГДЕ колледж = ""Florida"" ИЛИ колледж = ""Temple"""
5740;SELECT avg(Scores) FROM submission;ВЫБРАТЬ СРЕДНЕЕ(оценка) ИЗ справочник.заявки
5741;SELECT avg(Scores) FROM submission;ВЫБРАТЬ СРЕДНЕЕ(оценка) ИЗ справочник.заявки
5742;SELECT Author FROM submission ORDER BY Scores DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 автор ИЗ справочник.заявки УПОРЯДОЧИТЬ ПО оценка УБЫВ
5743;SELECT Author FROM submission ORDER BY Scores DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 автор ИЗ справочник.заявки УПОРЯДОЧИТЬ ПО оценка УБЫВ
5744;SELECT College ,  COUNT(*) FROM submission GROUP BY College;ВЫБРАТЬ колледж , КОЛИЧЕСТВО(*) ИЗ справочник.заявки СГРУППИРОВАТЬ ПО колледж
5745;SELECT College ,  COUNT(*) FROM submission GROUP BY College;ВЫБРАТЬ колледж , КОЛИЧЕСТВО(*) ИЗ справочник.заявки СГРУППИРОВАТЬ ПО колледж
5746;SELECT College FROM submission GROUP BY College ORDER BY COUNT(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 колледж ИЗ справочник.заявки СГРУППИРОВАТЬ ПО колледж УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
5747;SELECT College FROM submission GROUP BY College ORDER BY COUNT(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 колледж ИЗ справочник.заявки СГРУППИРОВАТЬ ПО колледж УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
5750;SELECT T2.Author ,  T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID;ВЫБРАТЬ T2.автор , T1.результат ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка
5751;SELECT T2.Author ,  T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID;ВЫБРАТЬ T2.автор , T1.результат ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка
5752;SELECT T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID ORDER BY T2.Scores DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.результат ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка УПОРЯДОЧИТЬ ПО T2.оценка УБЫВ
5753;SELECT T1.Result FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID ORDER BY T2.Scores DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.результат ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка УПОРЯДОЧИТЬ ПО T2.оценка УБЫВ
5754;SELECT T2.Author ,  COUNT(DISTINCT T1.workshop_id) FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author;ВЫБРАТЬ T2.автор , КОЛИЧЕСТВО(РАЗЛИЧНЫЕ T1.семинар) ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка СГРУППИРОВАТЬ ПО T2.автор
5755;SELECT T2.Author ,  COUNT(DISTINCT T1.workshop_id) FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author;ВЫБРАТЬ T2.автор , КОЛИЧЕСТВО(РАЗЛИЧНЫЕ T1.семинар) ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка СГРУППИРОВАТЬ ПО T2.автор
5756;SELECT T2.Author FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author HAVING COUNT(DISTINCT T1.workshop_id)  >  1;ВЫБРАТЬ T2.автор ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка СГРУППИРОВАТЬ ПО T2.автор ИМЕЮЩИЕ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ T1.семинар) > 1
5757;SELECT T2.Author FROM acceptance AS T1 JOIN submission AS T2 ON T1.Submission_ID  =  T2.Submission_ID GROUP BY T2.Author HAVING COUNT(DISTINCT T1.workshop_id)  >  1;ВЫБРАТЬ T2.автор ИЗ регистрсведений.результатырассмотрения КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.заявки КАК T2 ПО T1.заявка = T2.ссылка СГРУППИРОВАТЬ ПО T2.автор ИМЕЮЩИЕ КОЛИЧЕСТВО(РАЗЛИЧНЫЕ T1.семинар) > 1
5758;SELECT Date ,  Venue FROM workshop ORDER BY Venue;ВЫБРАТЬ дата , местопроведения ИЗ справочник.семинары УПОРЯДОЧИТЬ ПО местопроведения
5759;SELECT Date ,  Venue FROM workshop ORDER BY Venue;ВЫБРАТЬ дата , местопроведения ИЗ справочник.семинары УПОРЯДОЧИТЬ ПО местопроведения
5760;SELECT Author FROM submission WHERE Submission_ID NOT IN (SELECT Submission_ID FROM acceptance);ВЫБРАТЬ Author ИЗ справочник.заявки ГДЕ Submission_ID НЕ В (ВЫБРАТЬ Submission_ID ИЗ регистрсведений.результатырассмотрения)
